"n" "ministere_client_" "code_naf" "siren" "direction" "date_prev" "fournisseur_actuel_d_electricite" "nom_du_site" "adresse" "code_postal" "ville" "siret" "rae" "type_de_tarif" "tension_de_raccordement" "p_16" "hph_17" "hch_18" "hpe_19" "hce_20" "hh_ejp_21" "p_ejp_22" "p_23" "hph_24" "hch_25" "hpe_26" "hce_27" "hh_ejp_28" "p_ejp_29" "p_30" "hph_31" "hch_32" "hpe_33" "hce_34" "hh_ejp_35" "p_ejp_36" "total" "electricite_100_verte_oui_non_"
"1367" 273 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE COMMERCE" "QUAI FRANCOIS MITTERRAND LE RHUYS 44200 NANTES" "44200" "NANTES" "17350111500963" "30001421994002" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "60" "60" "60" "60" NA NA NA NA NA NA NA NA NA NA "13874" "3351" "10494" "3877" NA NA "31596" "NON"
"1368" 274 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "M. JUSTICE - TRIBUNAL DE GRANDE INSTANCE (SAINT-BR" "PALAIS DE JUSTICE 22000 ST BRIEUC" "22000" "ST BRIEUC" "17350111500153" "30001450902231" "TARIF VERT A5 - OPTION BASE MU" "HTA 5P (2)" "60" "60" "60" "60" "60" NA NA "56" "55" "26" "49" "23" NA NA "9204" "45360" "17000" "62704" "18481" NA NA "152749" "NON"
"1369" 275 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "BATIMENT D ARCHIVES" "TY NEVEZ POUILLOT 29150 CHATEAULIN" "29150" "CHATEAULIN" "17350111500104" "50042981135799" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA LU (2)" NA "54" "54" "54" "54" NA NA NA "31" "29" "31" "30" NA NA NA "26550" "13172" "38307" "20997" NA NA "99026" "NON"
"1370" 276 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "RUE DU PALAIS 44600 ST NAZAIRE" "44600" "ST NAZAIRE" "17350111500187" "30001421205172" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "41913" "9994" "48139" "11452" NA NA "111498" "NON"
"1371" 277 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRBUNAL DE GRANDE INSTANCE" "2 BOULEVARD DE SEVIGNE 22000 ST BRIEUC" "22000" "ST BRIEUC" "17350111500153" "30001450233203" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "96" "96" "96" "96" NA NA NA "39" "25" "23" "15" NA NA NA "40273" "17546" "16574" "5391" NA NA "79784" "NON"
"1372" 278 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "RUE SAINT YVES 29200 BREST" "29200" "BREST" "17350111500104" "30001460299228" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA LU (2)" "72" "72" "72" "72" "72" NA NA "69" "68" "29" "54" "19" NA NA "2068" "74888" "20512" "77984" "21455" NA NA "196907" "NON"
"1373" 279 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS DE JUSTICE" "38 PLACE DU CENTRE 22200 GUINGAMP" "22200" "GUINGAMP" "17350111500484" "30001450972195" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA "25" "11" "27" "12" NA NA NA "15382" "5487" "20310" "6447" NA NA "47626" "NON"
"1374" 280 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "M. JUSTICE - CITE JUDICIAIRE (RENNES)" "7 RUE PIERRE ABELARD 35000 RENNES" "35000" "RENNES" "17350131300071" "30001440212716" "TARIF VERT A5 - OPTION BASE MU" "HTA 5P (2)" "168" "168" "168" "168" "168" NA NA "149" "153" "58" "156" "60" NA NA "24951" "144212" "54622" "220521" "74797" NA NA "519103" "OUI"
"1375" 281 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "M. JUSTICE - COUR D'APPEL - PDC 09737" "PLACE DU PARLEMENT CS 66423 35000 RENNES" "35000" "RENNES" "17350111500013" "30001440973742" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA LU (2)" NA "228" "228" "228" "228" NA NA NA NA NA NA NA NA NA NA "236718" "84914" "274116" "103110" NA NA "698858" "NON"
"1376" 282 "JUSTICE" "84.23Z" 110010014 "DSJ" 2016-02-16 "EDF" "CENTRE D'ARCHIVAGE" "ZONE D'ACTIVITES - 4 RUE AMPERE 22440 TREMUSON" "22440" "TREMUSON" "11001001400014" "50029342547160" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "120" "120" "120" "120" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NON"
"1377" 283 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN. JUSTICE 81 TRIBUNAL DE GRANDE INSTANCE ALBI" "PALAIS DE JUSTICE, BP 156 81000 ALBI" "81000" "ALBI" "17310111400127" "30002320897998" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA MU (2)" NA "54" "54" "54" "54" NA NA NA NA NA NA NA NA NA NA "34110" "8560" "41835" "11312" NA NA "95817" "NON"
"1378" 284 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN. JUSTICE 31 TRIBUNAL D'INSTANCE TOULOUSE" "40 AVENUE CAMILLE PUJOL BP 5847 31506 TOULOUSE CEDEX 5" "31506" "TOULOUSE CEDEX 5" "17310111400507" "50093342973205" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "96" "96" "96" "96" NA NA NA "47" "23" "92" "69" NA NA NA "49371" "14899" "78971" "27242" NA NA "170483" "NON"
"1379" 285 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CONSEIL DES PRUD'HOMMES" "RUE DE L HOTEL DE VILLE 82000 MONTAUBAN" "82000" "MONTAUBAN" "17310111400382" "30002320426320" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "4461" "921" "12521" "3826" NA NA "21729" "NON"
"1380" 286 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CONSEIL DES PRUD'HOMMES" "6 RUE ANTOINE DEVILLE 31000 TOULOUSE" "31000" "TOULOUSE" "17310111400507" "30002311009953" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA LU (2)" NA "108" "108" "108" "108" NA NA NA NA NA NA NA NA NA NA "86884" "33362" "33230" "9832" NA NA "163308" "NON"
"1381" 287 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "PLACE DU COQ 82000 MONTAUBAN" "82000" "MONTAUBAN" "10070000400839" "30002320396932" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "120" "120" "120" "120" NA NA NA "65" "23" "49" "13" NA NA NA "47674" "10602" "64979" "14825" NA NA "138080" "NON"
"1382" 288 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE COMMERCE" "PLACE DE LA BOURSE 31068 TOULOUSE CEDEX" "31068" "TOULOUSE CEDEX" "40333188700014" "30002310904436" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA "33" "17" "30" "16" NA NA NA "20659" "4367" "22423" "5040" NA NA "52489" "NON"
"1383" 289 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "4 RUE DU PALAIS 81100 CASTRES" "81100" "CASTRES" "10160000503326" "30002321412729" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA LU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "55641" "18092" "42606" "10339" NA NA "126678" "NON"
"1384" 290 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "COUR D'APPEL DE VERSAILLES" "5 RUE CARNOT 78000 VERSAILLES" "78000" "VERSAILLES" "17780111500011" "30002111064947" "TARIF VERT A5 - OPTION BASE MU" "HTA 5P (2)" "160" "160" "160" "160" "160" NA NA "143" "163" NA "123" NA NA NA "399" "109352" "48143" "101728" "54180" NA NA "313802" "NON"
"1385" 291 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN JUST - TRIBUNAL D'INSTANCE DE BOULOGNE BILLANC" "35 RUE PAUL BERT COFF/DENY DESCENTE PARKING 92100 BOULOGNE BILLANCOURT" "92100" "BOULOGNE BILLANCOURT" NA "30002141236003" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA MU (2)" NA "66" "66" "66" "66" NA NA NA NA NA NA NA NA NA NA "38548" "11877" "14450" "3351" NA NA "68226" "NON"
"1386" 292 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN JUST - TRIBUNAL D'INSTANCE D'ASNIERES  (215-07" "112 AVENUE DE LA REDOUTE 92600 ASNIERES SUR SEINE" "92600" "ASNIERES SUR SEINE" "17780111500581" "30002150771363" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "22302" "4892" "21747" "4736" NA NA "53677" "NON"
"1387" 293 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN JUST - TRIBUNAL D'INSTANCE DE SANNOIS  (215-02" "5 SQUARE JULES FERRY 95110 SANNOIS" "95110" "SANNOIS" "17780111500847" "30002150285804" "TARIF VERT A5 - OPTION BASE MU" "BT>36 kVA LU (2)" "58" "58" "58" "58" "58" NA NA "49" "50" "38" "50" "29" NA NA "8135" "46220" "24746" "26871" "6572" NA NA "112544" "NON"
"1388" 294 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN JUST - TRIBUNAL DE COMMERCE DE VERSAILLES (211" "1 RUE ANDRE MIGNOT 78000 VERSAILLES" "78000" "VERSAILLES" "17780111500482" "30002110961770" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "24874" "5972" "32197" "8479" NA NA "71522" "NON"
"1389" 295 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS DE JUSTICE" "AVENUE CHARLES DE GAULLE 95160 MONTMORENCY" "95160" "MONTMORENCY" "17780111500235" "50044827595804" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "108" "108" "108" "108" NA NA NA "36" "15" "31" "15" NA NA NA "29178" "8158" "40848" "12786" NA NA "90970" "NON"
"1390" 296 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "JUSTICE TRIBUNAL DE GDE INSTANCE CHARTRES" "6 RUE DU PALAIS DE JUSTICE 28000 CHARTRES" "28000" "CHARTRES" "17780111500094" "30000940346944" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "84" "84" "84" "84" NA NA NA "29" "21" "27" "21" NA NA NA "35960" "14770" "24515" "8162" NA NA "83407" "NON"
"1391" 297 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN JUST - TRIBUNAL D'INSTANCE DE COURBEVOIE  (214" "21 RUE DU PRESIDENT KRUGER POSTE DP JP TIMBAUD 30 92400 COURBEVOIE" "92400" "COURBEVOIE" "17780111500318" "30002140202138" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "156" "156" "156" "156" NA NA NA NA NA NA NA NA NA NA "50123" "24490" "35430" "15725" NA NA "125768" "NON"
"1392" 298 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN JUST - TRIBUNAL D'INSTANCE DE POISSY  (211-017" "89 AVENUE MAURICE BERTEAUX 78300 POISSY" "78300" "POISSY" "17780111500862" "30002110172383" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "108" "108" "108" "108" NA NA NA "56" "50" "25" "15" NA NA NA "53250" "18145" "21278" "7439" NA NA "100112" "NON"
"1393" 299 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN JUST - TRIBUNAL D'INSTANCE DE GONESSE (225-027" "PLACE DE LIBERTE THEILLEY 95500 GONESSE" "95500" "GONESSE" "17780111500813" "30002250274356" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "54" "54" "54" "54" NA NA NA NA NA NA NA NA NA NA "14854" "3013" "17278" "3439" NA NA "38584" "NON"
"1394" 300 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE DE CHARTRES" "3 RUE SAINT JACQUES 28000 CHARTRES" "28000" "CHARTRES" "17780111500094" "30000940590731" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA LU (2)" NA "54" "54" "54" "54" NA NA NA "52" "27" "50" "21" NA NA NA "49857" "12793" "54684" "14066" NA NA "131400" "NON"
"1395" 301 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "PLACE AUBRY 02000 LAON" "02000" "LAON" "17800111100248" "30000410067202" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "54" "54" "54" "54" NA NA NA NA NA NA NA NA NA NA "37992" "11659" "30072" "8361" NA NA "88084" "NON"
"1396" 302 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CENTRE D ARCHIVAGE MIN JUSTICE" "IMPASSE ROLAND DORGELES ZAC DE LA BLANCHE TACHE 80450 CAMON" "80450" "CAMON" "17800111100644" "30000164112287" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "60" "60" "60" "60" NA NA NA NA NA NA NA NA NA NA "15529" "8364" "15298" "8402" NA NA "47593" "NON"
"1397" 303 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN JUST - TRIBUNAL D'INSTANCE ET CONSEIL DE CREIL" "RUE JULES MICHELET 60100 CREIL" "60100" "CREIL" "17750111101193" "30000167380508" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA MU (2)" NA "90" "90" "90" "90" NA NA NA NA NA NA NA NA NA NA "17937" "5169" "21288" "6573" NA NA "50967" "NON"
"1398" 304 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS  DE JUSTICE" "RUE EBROIN 02200 SOISSONS" "02200" "SOISSONS" "17800111100123" "30000410499512" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA LU (2)" NA "48" "48" "48" "48" NA NA NA "51" "21" "40" "20" NA NA NA "45348" "12038" "48936" "14137" NA NA "120459" "NON"
"1399" 305 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS DE JUSTICE" "12 RUE DES TEINTURIERS 60000 BEAUVAIS" "60000" "BEAUVAIS" "17600001600012" "30000164104626" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "72" "72" "72" "72" NA NA NA NA NA NA NA NA NA NA "12641" "6090" "7321" "3068" NA NA "29120" "NON"
"1400" 306 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "43 RUE SERURIER 02000 LAON" "02000" "LAON" "17800111100248" "30000410808128" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "19313" "5887" "21818" "6940" NA NA "53958" "NON"
"1401" 307 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN JUST - PALAIS DE JUSTICE DE BEAUVAIS  (212-039" "20 BOULEVARD SAINT JEAN 60000 BEAUVAIS" "60000" "BEAUVAIS" "17600001600012" "30000167392639" "TARIF VERT A5 - OPTION BASE MU" "HTA SDT (2)" "105" "105" "105" "105" "105" NA NA "107" "121" "57" "124" "46" NA NA "16922" "89405" "36130" "115110" "34605" NA NA "292172" "NON"
"1402" 308 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS DE JUSTICE" "9 RUE HENRI DE SEROUX 60200 COMPIEGNE" "60200" "COMPIEGNE" "12001003800053" "30000164123854" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "72" "72" "72" "72" NA NA NA "35" "12" "37" "12" NA NA NA "32074" "8710" "35224" "10075" NA NA "86083" "NON"
"1403" 309 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "ETAT MINISTERE DE LA JUSTICE" "3 RUE DU DAHOMEY 60200 COMPIEGNE" "60200" "COMPIEGNE" "17800111100644" "30000164126008" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "84" "84" "84" "84" NA NA NA NA NA NA NA NA NA NA "11095" "2306" "13610" "3357" NA NA "30368" "NON"
"1404" 310 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS DE JUSTICE AMIENS" "6 RUE PIERRE DUBOIS 80000 AMIENS" "80000" "AMIENS" "17800111100016" "30000161007174" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "120" "120" "120" "120" NA NA NA "42" "14" "51" "14" NA NA NA "34585" "6909" "40469" "8100" NA NA "90063" "NON"
"1405" 311 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "12 RUE VICTOR BASCH 02100 ST QUENTIN" "02100" "ST QUENTIN" "17800111100065" "30000410613067" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "25697" "7320" "9554" "3003" NA NA "45574" "NON"
"1406" 312 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "COUR D'APPEL D'AMIENS" "5 B RUE VICTOR HUGO BP 2722 80000 AMIENS" "80000" "AMIENS" "17800111100016" "30000160844690" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA LU (2)" NA "240" "240" "240" "240" NA NA NA NA NA NA NA NA NA NA "189613" "56880" "194320" "55085" NA NA "495898" "NON"
"1407" 313 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CITE JUDICIAIRE" "12 RUE VICTOR BASCH 02100 ST QUENTIN" "02100" "ST QUENTIN" "17800111100479" "50007525269826" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "54" "54" "54" "54" NA NA NA "47" "21" "46" "20" NA NA NA "11202" "3173" "42790" "11830" NA NA "68995" "NON"
"1408" 314 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "MIN JUST - CITE JUDICIAIRE DE SENLIS" "26 ALLEE DES SOUPIRS 60300 SENLIS" "60300" "SENLIS" "17800111100479" "30000164147140" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "84" "84" "84" "84" NA NA NA "73" "71" "72" "66" NA NA NA "86385" "27697" "92939" "30295" NA NA "237316" "NON"
"1409" 315 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CONSEIL DE PRUDHOMMES" "2 RUE JACQUES DESGEORGES" "42000" "ST ETIENNE" "17250111600005" "30001981762918" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA "15" "12" "15" "13" NA NA NA "13029" "3908" "17114" "5302" NA NA "39353" "NON"
"1410" 316 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "JUSTICE-CONSEIL DE PRUD'HOMMES" "20 BD EUGENE DERUELLE" "69003" "LYON" "38994778900035" "50014037617429" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "66" "66" "66" "66" NA NA NA "44" "21" "49" "16" NA NA NA "42967" "11043" "41345" "7660" NA NA "103015" "NON"
"1411" 317 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL D'INSTANCE IMMEUBLE BALLY" "3 RUE DU DR PIERRE FLEURY PAPILLON" "69100" "VILLEURBANNE" "10190000903127" "30001912939030" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "72" "72" "72" "72" NA NA NA NA NA NA NA NA NA NA "48833" "14897" "73473" "31462" NA NA "168665" "NON"
"1412" 318 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "JUSTICE-PALAIS DE JUSTICE DE ROANNE" "5 PLACE GEORGES CLEMENCEAU" "42300" "ROANNE" "17690111400528" "30001981425652" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "84" "84" "84" "84" NA NA NA NA NA NA NA NA NA NA "73002" "15223" "122243" "33650" NA NA "244118" "NON"
"1413" 319 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "RUE DU PALAIS" "01000" "BOURG EN BRESSE" "17690111400080" "30001990063083" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA LU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "48891" "16286" "50947" "16098" NA NA "132222" "NON"
"1414" 320 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS DE JUSTICE" "350 BOULEVARD GAMBETTA" "69400" "VILLEFRANCHE SUR SAONE" "17690111400056" "30001990360528" "TARIF VERT A5 - OPTION BASE MU" "HTA 5P (2)" "76" "76" "76" "115" "115" NA NA "71" "74" "31" "81" "59" NA NA "9527" "50246" "21499" "98951" "38005" NA NA "218228" "NON"
"1415" 321 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "PALAIS DE JUSTICE DE BELLEY" "BOULEVARD DU MAIL" "01300" "BELLEY" "17690111400692" "30001991168789" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "54" "54" "54" "54" NA NA NA NA NA NA NA NA NA NA "8032" "2143" "8762" "2831" NA NA "21768" "NON"
"1416" 322 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE GRANDE INSTANCE" "3 RUE PAUL PIODA" "01000" "BOURG EN BRESSE" "17690111400080" "30001991509697" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "60" "60" "60" "60" NA NA NA NA NA NA NA NA NA NA "19782" "6004" "21848" "6515" NA NA "54149" "NON"
"1417" 323 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "COUR D'APPEL DE LYON" "1 RUE DU PALAIS DE JUSTICE" "69005" "LYON" "17690111400874" "30001914093398" "TARIF VERT A5 - OPTION BASE LU" "HTA SDT (2)" "185" "205" "205" "205" "205" NA NA "198" "202" "112" "171" "158" NA NA "36492" "195267" "114864" "273279" "137356" NA NA "757258" "NON"
"1418" 324 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CIRCONSCRIPTIONS JUDICIAIRES PACA - TOULON* PALAIS" "PLACE GABRIEL PERI 83000 TOULON" "83000" "TOULON" "17130111200578" "30002531090775" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA LU (2)" NA "108" "108" "120" "120" NA NA NA NA NA NA NA NA NA NA "114653" "24685" "156395" "33263" NA NA "328996" "NON"
"1419" 325 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL D INSTANCE" "268 RUE JEAN JAURES 83600 FREJUS" "83600" "FREJUS" "11001001400014" "30002531893881" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "216" "216" "216" "216" NA NA NA NA NA NA NA NA NA NA "70994" "30770" "60212" "23013" NA NA "184989" "NON"
"1420" 326 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL D'INSTANCE" "QUARTIER DE PARIS 174 ROUTE DU VAL  RD 554 83170 BRIGNOLES" "83170" "BRIGNOLES" "17130111201378" "50088098132206" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "72" "72" "72" "72" NA NA NA "19" "16" "19" "15" NA NA NA "5766" "2519" "6638" "2087" NA NA "17010" "NON"
"1421" 327 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CIRCONSCRIPTIONS JUDICIAIRES PACA - MARSEILLE* CON" "6 RUE RIGORD 13007 MARSEILLE" "13007" "MARSEILLE" "17130111200768" "30002510060930" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "48" "48" "48" "48" NA NA NA NA NA NA NA NA NA NA "17355" "2056" "20465" "2676" NA NA "42552" "NON"
"1422" 328 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "TRIBUNAL DE COMMERCE" "6 RUE DESIRE NIEL 06000 NICE" "06000" "NICE" "17130111200016" "30002540942409" "TARIF JAUNE - OPTION BASE UL" "BT>36 kVA MU (2)" NA "60" "60" "60" "60" NA NA NA "52" "37" "45" "30" NA NA NA "34932" "12948" "56401" "20842" NA NA "125123" "NON"
"1423" 329 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CIRCONSCRIPTIONS JUDICIAIRES PACA - NICE* PALAIS R" "PLACE DU PALAIS 06300 NICE" "06300" "NICE" NA "30002540598790" "TARIF VERT A5 - OPTION BASE LU" "HTA 5P (2)" "110" "110" "110" "140" "140" NA NA "78" "82" "39" "188" "66" NA NA "13787" "72975" "36451" "148499" "68781" NA NA "340493" "NON"
"1424" 330 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CIRCONSCRIPTIONS JUDICIAIRES PACA - AIX* TRIBUNAL" "38 COURS MIRABEAU HOTEL D ESPAGNET 13100 AIX EN PROVENCE" "13100" "AIX EN PROVENCE" "17130111200859" "30002521040710" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "42" "42" "42" "42" NA NA NA NA NA NA NA NA NA NA "16597" "5742" "20113" "6374" NA NA "48826" "NON"
"1425" 331 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CIRCONSCRIPTIONS JUDICIAIRES PACA - DRAGUIGNAN* LO" "0E 11 RUE P. CLEMENT 83300 DRAGUIGNAN" "83300" "DRAGUIGNAN" "38294608500018" "30002530298974" "TARIF VERT A5 - OPTION BASE LU" "BT>36 kVA LU (2)" "100" "100" "100" "100" "100" NA NA "108" "109" "42" "142" "47" NA NA "19127" "95281" "35379" "161268" "45962" NA NA "357017" "NON"
"1426" 332 "JUSTICE" "84.23Z" 110010014 "DSJ" 2015-11-01 "EDF" "CITE JUDICIAIRE D ANTIBES" "2E AVENUE ANTIPOLIS 06600 ANTIBES" "06600" "ANTIBES" "17130111200016" "30002591164085" "TARIF JAUNE - OPTION BASE UM" "BT>36 kVA MU (2)" NA "90" "90" "90" "90" NA NA NA NA NA NA NA NA NA NA "39998" "14614" "62554" "24144" NA NA "141310" "NON"
